company_id,business_name,state,current_category,proposed_slug,proposed_category,confidence,reason
"7150","Earthwise Community Association","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Community association"
"4623","Easitag Pty Ltd","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","low","Easitag, tagging tech"
"2926","Eastern Elevators Pty Limited","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Elevators lifts"
"1472","Eastern Equity Insurance Brokers","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","insurance brokers"
"3874","Easy Living Home Elevators","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","home elevators, lifts"
"510","EBM","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Insurance broking firm"
"6349","Echelon Claims Services","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","insurance claims services"
"14363","Echoes Cultural Heritage Management","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Cultural heritage consulting"
"14610","Eclectic Consulting","TAS","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Psychology services"
"15512","Eclipse Tinting Darwin","NT","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Automotive tinting"
"7051","Eden Asset Management","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Funds management financial advisory"
"14329","Edison Property","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Real estate agency sales"
"10801","eDog Australia","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Dog training products"
"2880","Electron Appliances","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","Appliances retail"
"1083","ELEMENTS INSURANCE PTY LTD","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","insurance advisory"
"3879","Elev8 Mixed Martial Arts","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","martial arts"
"1011","Elevate - Managed IT Services","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","managed IT services"
"1010","Elevate Acupuncture","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","acupuncture / healthcare"
"2924","Elevate Career Services","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Career services"
"722","Elevate Chiropractic","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Chiropractic healthcare"
"1013","Elevate Chiropractic West End","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","chiropractic / healthcare"
"2923","Elevate Dental Blacktown","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Dental practice"
"2925","Elevate Education Pty Ltd","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Education provider"
"2916","Elevate Family Law","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Family law legal"
"2918","Elevate Fund Raising","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Fundraising services"
"5496","Elevate Health Services","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Health services, healthcare"
"2915","Elevate HSC","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","HSC education tutoring"
"7759","Elevate Injury Management","TAS","Other / General Services","__REMOVE__","REMOVE — out of scope","high","exercise physiology injury management"
"4745","Elevate P R Marketing & Events","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","PR marketing events"
"2919","Elevate performance training","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Performance training"
"3880","Elevate Personal Training & Massage Therapy","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","personal training and massage"
"3871","Elevate Physio and Pilates","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","physio and pilates"
"4742","Elevate PR Marketing & Events","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","PR marketing events"
"4738","Elevate Salon","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Salon, beauty"
"1201","Elevate SEO Perth","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","SEO / digital marketing agency"
"2910","Elevate Services","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Legal services provider"
"424","Elevate Vitality","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Telehealth service"
"3864","Elevate Websites","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","websites, IT/marketing"
"2920","Elevate Wellbeing Group","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Wellbeing health group"
"3876","Elevate Yoga Black Rock","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","yoga studio"
"3873","Elevate you digital","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","digital, IT/marketing"
"721","Elevated Accounting","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Accounting firm"
"3869","Elevation Floatation and Yoga","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","floatation and yoga"
"2921","Elevation One Physiotherapy","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Physiotherapy healthcare"
"2908","Elevator","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","Elevator/lift business"
"6110","Elevator Music","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","music name, not building"
"3872","Elevator Placement Services","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","elevator logistics, not building"
"2903","Elevents","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Marketing communications consultancy"
"14507","Enable IT Services","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","IT services"
"4574","Energy Infrastructure Management Pty Ltd (EIM)","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","low","Energy infrastructure management"
"4593","Energy Platform","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","low","Energy platform"
"14466","Engineering Institute of Technology","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Engineering education institute"
"957","ENTERSOFT AUSTRALIA","QLD","Other / General Services","__REMOVE__","REMOVE — out of scope","high","cybersecurity / IT services"
"2703","Envirobank Pty Ltd","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","Envirobank, recycling/reverse vending"
"10060","Enzo Auto Co. - PPF,Ceramic Coating,Car Wrap,Window Tint Canberra","ACT","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Car detailing coating tinting"
"14230","Eosh Consulting Pty Ltd","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","EOSH safety consulting"
"14169","EP Risk Management Pty Ltd","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","Risk management consulting"
"14608","Equinox Education & Migration Consultant","TAS","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Education migration consultancy"
"505","eSentry Underwriting Pty Ltd","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Insurance underwriting"
"3323","Esperanto Universal Language Information","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Esperanto language information"
"2566","Eva Bory's Swim School","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Swim school"
"508","EVEREST RISK GROUP","NSW","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Insurance broking firm"
"14364","Everick Heritage","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Cultural heritage consultancy"
"1434","Every Day Sustainable Living","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","low","sustainable living, unclear non-building"
"14485","Evolution Technologies","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Telecommunications signal services"
"6804","Evolve Physio Group St Kilda Road","VIC","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Physiotherapy healthcare"
"5763","Excel Insurance Services","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Insurance services"
"14625","Exergaming Australia","TAS","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","Exergaming fitness"
"6005","Exergy Power","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","low","power/energy company"
"14244","Experience Western Australia Japan","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Tourism experience services"
"14289","Expert Education and Visa Services Perth","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Education and visa consultancy"
"6992","External Affairs","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","medium","PR external affairs consultancy"
"14886","Ezy Fix Windscreens Adelaide","SA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Automotive windscreens"
"1204","Ezzura Tax Advisory","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","tax advisory / accounting"
"7289","Family Dispute Resolution WA","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","family law mediation"
"7300","Family Intermediary","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","family dispute resolution"
"7297","Family Matters WA","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","family mediation service"
"7304","Family Mediation & Conflict Resolution Clinic","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","family mediation clinic"
"14404","Family Mediation Australia","WA","Other / General Services","__REMOVE__","REMOVE — out of scope","high","Family mediation services"
